data_pregao;sigla_acao;nome_acao;preco_abertura;preco_maximo;preco_minimo;preco_medio;preco_fechamento;qtd_negocios;volume_negocios
2011-06-08;BBAS3;BRASIL ON NM;14.249412;14.466462;13.986969;14.228698;14.267838;4736500;131110165
2011-06-09;BBAS3;BRASIL ON NM;14.233962;14.44049;13.910593;14.13617;14.159866;2662200;73227715
2011-06-10;BBAS3;BRASIL ON NM;14.120667;14.295047;13.788392;13.966536;13.933637;5131100;139458141
2011-06-13;BBAS3;BRASIL ON NM;13.966174;14.31063;13.808759;14.079625;14.067318;4004100;109698938
2011-06-14;BBAS3;BRASIL ON NM;14.161866;14.35738;13.920777;14.13617;14.211281;4968400;136678556
2011-06-15;BBAS3;BRASIL ON NM;14.136117;14.35738;13.885135;14.141311;14.190715;4980200;137010604
2011-06-16;BBAS3;BRASIL ON NM;14.084619;14.383352;13.717108;14.028221;13.907929;4681400;127759621
2011-06-17;BBAS3;BRASIL ON NM;14.06402;14.206741;13.559264;13.827745;13.907929;6344800;170697946
2011-06-20;BBAS3;BRASIL ON NM;13.84773;14.191158;13.599998;13.915132;14.01076;3058800;82806072
2011-06-21;BBAS3;BRASIL ON NM;14.05887;14.180769;13.757841;13.935694;13.907929;2982500;80882643
2011-06-22;BBAS3;BRASIL ON NM;13.976939;14.423307;13.7848;14.144583;14.153213;6216300;169427306
2011-06-24;BBAS3;BRASIL ON NM;14.138131;14.302676;13.805367;14.009625;13.992263;3461700;93454889
2011-06-27;BBAS3;BRASIL ON NM;14.039336;14.265962;13.759092;13.983672;13.929959;3909800;105343487
2011-06-28;BBAS3;BRASIL ON NM;14.008137;14.391838;13.795083;14.061532;14.236284;5470300;148224469
2011-06-29;BBAS3;BRASIL ON NM;14.299323;14.633101;14.052167;14.378163;14.438769;3536100;97977251
2011-06-30;BBAS3;BRASIL ON NM;14.502114;14.685549;14.221842;14.456023;14.537416;3432800;95607497
2011-07-01;BBAS3;BRASIL ON NM;14.507313;14.748487;14.0933;14.481976;14.599719;4775200;133271652
2011-07-04;BBAS3;BRASIL ON NM;14.569711;14.911077;14.355525;14.684413;14.760669;1845000;52205544
2011-07-05;BBAS3;BRASIL ON NM;14.741302;14.879608;14.391516;14.622125;14.687982;2560500;72139200
2011-07-06;BBAS3;BRASIL ON NM;14.559311;14.774712;14.196133;14.481976;14.563375;3135400;87484636
2011-07-07;BBAS3;BRASIL ON NM;14.715304;14.848139;13.990467;14.321066;14.17398;4297900;118608714
2011-07-08;BBAS3;BRASIL ON NM;14.075734;14.265962;13.640834;13.869477;13.784585;5559700;148542671
2011-07-11;BBAS3;BRASIL ON NM;13.649354;13.767703;13.1678;13.438651;13.39519;4527500;117249817
2011-07-12;BBAS3;BRASIL ON NM;13.415365;13.788682;13.111242;13.495749;13.42115;7066300;183746710
2011-07-13;BBAS3;BRASIL ON NM;13.534959;14.061414;13.275775;13.729329;13.732666;7199600;190474561
2011-07-14;BBAS3;BRASIL ON NM;13.701352;13.972251;13.193509;13.500939;13.488645;5059400;131640891
2011-07-15;BBAS3;BRASIL ON NM;13.52976;13.694275;13.111242;13.340029;13.379614;5086700;130777684
2011-07-18;BBAS3;BRASIL ON NM;13.264572;13.421543;12.761609;13.023397;13.021371;6182300;155163412
2011-07-19;BBAS3;BRASIL ON NM;13.155377;13.51595;12.926142;13.231024;13.317311;5090400;129785741
2011-07-20;BBAS3;BRASIL ON NM;13.363368;13.778192;13.214075;13.552846;13.592484;5448300;142291474
2011-07-21;BBAS3;BRASIL ON NM;13.649354;14.16631;13.471159;13.921384;13.924767;4133000;110857217
2011-07-22;BBAS3;BRASIL ON NM;13.961339;14.355125;13.789942;14.04596;14.054566;4967100;134456626
2011-07-25;BBAS3;BRASIL ON NM;13.935341;14.056169;13.430025;13.73452;13.748242;3307800;87554281
2011-07-26;BBAS3;BRASIL ON NM;13.716951;13.888334;13.275775;13.500939;13.467877;7198700;187247019
2011-07-27;BBAS3;BRASIL ON NM;13.264572;13.589378;12.864442;13.137592;13.156361;7947100;201214772
2011-07-28;BBAS3;BRASIL ON NM;13.160577;13.51595;12.967276;13.27255;13.369231;7235700;185058585
2011-07-29;BBAS3;BRASIL ON NM;13.207375;13.820151;12.982701;13.490558;13.649595;5842800;151906979
2011-08-01;BBAS3;BRASIL ON NM;13.836545;14.140086;13.26035;13.65666;13.71709;4946000;130129766
2011-08-02;BBAS3;BRASIL ON NM;13.576558;13.772947;12.992984;13.319266;13.265392;7011800;179950515
2011-08-03;BBAS3;BRASIL ON NM;13.259373;13.453012;12.828451;13.111639;13.109634;5583200;141054807
2011-08-04;BBAS3;BRASIL ON NM;12.916189;13.138322;11.985218;12.467996;12.460642;7770100;186631060
2011-08-05;BBAS3;BRASIL ON NM;12.47421;12.849856;11.985218;12.400517;12.45545;7465900;178377107
2011-08-08;BBAS3;BRASIL ON NM;11.959434;12.183761;10.84891;11.663441;11.749347;12159900;273237290
2011-08-09;BBAS3;BRASIL ON NM;12.219422;12.71349;11.722993;12.34861;12.585248;16344800;388921454
2011-08-10;BBAS3;BRASIL ON NM;12.46901;12.828876;12.046918;12.353801;12.356803;7574900;180293279
2011-08-11;BBAS3;BRASIL ON NM;12.521007;12.933773;12.283434;12.58219;12.600824;6990300;169503270
2011-08-12;BBAS3;BRASIL ON NM;12.744597;13.059649;12.355418;12.639288;12.668319;6557100;159709170
2011-08-15;BBAS3;BRASIL ON NM;12.791395;13.101608;12.622784;12.852105;12.855229;4063400;100636193
2011-08-16;BBAS3;BRASIL ON NM;12.635402;13.106853;12.396551;12.789817;12.974644;6028800;148606283
2011-08-17;BBAS3;BRASIL ON NM;13.004585;13.636582;12.859301;13.231024;13.431534;8388000;213855413
2011-08-18;BBAS3;BRASIL ON NM;13.10858;13.274688;12.535376;12.909203;13.083674;8656900;215320233
2011-08-19;BBAS3;BRASIL ON NM;12.926132;13.323388;12.74911;13.051643;13.131885;5998800;149581708
2011-08-22;BBAS3;BRASIL ON NM;13.398081;13.603713;12.821725;13.124937;13.074289;6031700;151231284
2011-08-23;BBAS3;BRASIL ON NM;13.188326;13.5614;12.598694;13.014995;13.425101;6297700;156631330
2011-08-24;BBAS3;BRASIL ON NM;13.371861;13.857593;13.044757;13.444291;13.472225;5513100;141580922
2011-08-25;BBAS3;BRASIL ON NM;13.419056;13.973954;13.075878;13.454762;13.398921;5051400;129824325
2011-08-26;BBAS3;BRASIL ON NM;13.371861;13.74652;12.977329;13.381468;13.315145;3866600;98849444
2011-08-29;BBAS3;BRASIL ON NM;13.513446;13.87346;13.33003;13.611821;13.613597;3826700;99494836
2011-08-30;BBAS3;BRASIL ON NM;13.555397;13.958087;13.335217;13.658939;13.718317;3489800;91078855
2011-08-31;BBAS3;BRASIL ON NM;13.838565;14.132629;13.62049;13.91547;13.990588;6581200;174935051
2011-09-01;BBAS3;BRASIL ON NM;14.315757;15.269798;14.159915;14.758356;14.844056;12607700;355444353
2011-09-02;BBAS3;BRASIL ON NM;14.630389;14.777906;14.092487;14.439001;14.461828;8148800;224798352
2011-09-05;BBAS3;BRASIL ON NM;14.111246;14.254279;13.817587;14.014941;13.969644;3574300;95688947
2011-09-06;BBAS3;BRASIL ON NM;13.744176;14.481713;13.547875;14.145824;14.200028;5276400;142582274
2011-09-08;BBAS3;BRASIL ON NM;14.415391;14.804352;14.211783;14.522766;14.514188;5251000;145698814
2011-09-09;BBAS3;BRASIL ON NM;14.368196;14.508159;13.744972;13.988764;13.932992;5704900;152488698
2011-09-12;BBAS3;BRASIL ON NM;13.628811;13.958087;13.241855;13.575174;13.665957;4946600;128337676
2011-09-13;BBAS3;BRASIL ON NM;13.807102;14.005689;13.293722;13.538527;13.608361;4769000;123342111
2011-09-14;BBAS3;BRASIL ON NM;13.696981;13.93693;13.278162;13.617057;13.634541;4978800;129498729
2011-09-15;BBAS3;BRASIL ON NM;13.81759;14.148496;13.50638;13.768881;13.718317;3880900;102090323
2011-09-16;BBAS3;BRASIL ON NM;13.702225;14.116761;13.553061;13.83694;13.932992;5080400;134298249
2011-09-19;BBAS3;BRASIL ON NM;13.686493;13.931641;13.407832;13.658939;13.697373;4602000;120080857
2011-09-20;BBAS3;BRASIL ON NM;13.786127;13.905195;13.272975;13.569939;13.456517;5702900;147848277
2011-09-21;BBAS3;BRASIL ON NM;13.544909;13.725364;12.966955;13.308173;13.142357;8761700;222720499
2011-09-22;BBAS3;BRASIL ON NM;12.722296;13.01331;12.310358;12.672021;12.78665;7964700;190762804
2011-09-23;BBAS3;BRASIL ON NM;12.727597;13.045389;12.378545;12.666728;12.654283;5016200;120069066
2011-09-26;BBAS3;BRASIL ON NM;12.828315;13.002617;12.273642;12.73554;12.797239;7285100;175395434
2011-09-27;BBAS3;BRASIL ON NM;13.040354;13.499839;12.866343;13.174879;13.072563;5156500;128364216
2011-09-28;BBAS3;BRASIL ON NM;13.098664;13.55865;12.903059;13.206639;13.024911;5682600;141771846
2011-09-29;BBAS3;BRASIL ON NM;13.151674;13.462414;12.876834;13.169586;13.178456;3888400;96750748
2011-09-30;BBAS3;BRASIL ON NM;12.939635;13.280634;12.446732;12.941977;13.151983;6902800;168877858
2011-10-03;BBAS3;BRASIL ON NM;12.971441;13.152319;12.546389;12.788473;12.670167;6796600;164208649
2011-10-04;BBAS3;BRASIL ON NM;12.616277;12.751333;11.953688;12.275028;12.474264;10384600;240959132
2011-10-05;BBAS3;BRASIL ON NM;12.420142;12.724601;12.090062;12.370306;12.495443;6763500;158138723
2011-10-06;BBAS3;BRASIL ON NM;12.711694;12.858263;12.39428;12.619089;12.548389;5596900;133430642
2011-10-07;BBAS3;BRASIL ON NM;12.695791;12.895688;12.063836;12.412652;12.177762;5431200;127330081
2011-10-10;BBAS3;BRASIL ON NM;12.324724;13.01331;12.194965;12.714367;12.797239;7770600;186726034
2011-10-11;BBAS3;BRASIL ON NM;12.674588;12.906381;12.194965;12.492051;12.363076;13857500;327090956
2011-10-13;BBAS3;BRASIL ON NM;12.499656;12.804798;12.090062;12.386186;12.468969;15630600;365915373
2011-10-14;BBAS3;BRASIL ON NM;12.536763;12.713908;12.247416;12.444412;12.543095;8309400;195398691
2011-10-17;BBAS3;BRASIL ON NM;12.478452;12.596286;12.142513;12.349133;12.416023;5216700;121723434
2011-10-18;BBAS3;BRASIL ON NM;12.377734;12.863609;12.137268;12.534397;12.70723;7569300;179327182
2011-10-19;BBAS3;BRASIL ON NM;12.759403;12.965192;12.530654;12.746127;12.754882;6542200;157567811
2011-10-20;BBAS3;BRASIL ON NM;12.727597;13.024003;12.451977;12.682608;12.601336;6068200;145450352
2011-10-21;BBAS3;BRASIL ON NM;12.748801;12.986578;12.562125;12.783179;12.860776;5356500;129378738
2011-10-24;BBAS3;BRASIL ON NM;12.934335;13.408949;12.792911;13.153706;13.173162;6062500;150712541
2011-10-25;BBAS3;BRASIL ON NM;13.082761;13.275288;12.551634;12.825525;12.823713;7539500;182686512
2011-10-26;BBAS3;BRASIL ON NM;12.929034;13.221823;12.562125;12.878458;13.051384;7300800;177654816
2011-10-27;BBAS3;BRASIL ON NM;13.62876;13.975675;13.343652;13.68303;13.713219;13012400;336397781
2011-10-28;BBAS3;BRASIL ON NM;13.623459;14.061219;13.385613;13.783602;13.819112;7526600;196063967
2011-10-31;BBAS3;BRASIL ON NM;13.591653;14.034486;13.338406;13.69891;13.713219;7938100;205462295
2011-11-01;BBAS3;BRASIL ON NM;13.273596;13.84736;13.007962;13.492474;13.660272;8216200;209457146
2011-11-03;BBAS3;BRASIL ON NM;13.729478;13.900825;13.165317;13.402489;13.36377;12281600;311050258
2011-11-04;BBAS3;BRASIL ON NM;13.358411;13.553304;13.039433;13.312504;13.395538;4500200;113196095
2011-11-07;BBAS3;BRASIL ON NM;13.411421;13.660233;13.228258;13.466008;13.490842;4469200;113721500
2011-11-08;BBAS3;BRASIL ON NM;13.533343;13.713698;13.191542;13.439541;13.45378;3803600;96588088
2011-11-09;BBAS3;BRASIL ON NM;13.252392;13.473107;12.756195;13.090187;13.088447;7652200;189275842
2011-11-10;BBAS3;BRASIL ON NM;13.178179;13.435682;12.782421;13.11136;12.94549;4095300;101446153
2011-11-11;BBAS3;BRASIL ON NM;13.151674;13.296673;12.819137;13.005495;12.95608;6687100;164386077
2011-11-14;BBAS3;BRASIL ON NM;13.040354;13.681619;12.897814;13.413075;13.395538;8676400;219912898
2011-11-16;BBAS3;BRASIL ON NM;13.40612;13.75647;13.207278;13.455421;13.422012;6332300;160962811
2011-11-17;BBAS3;BRASIL ON NM;13.35311;13.580036;12.850608;13.238398;13.12551;6097700;152520536
2011-11-18;BBAS3;BRASIL ON NM;13.249694;13.411259;12.679727;12.938288;12.910452;4818000;117179022
2011-11-21;BBAS3;BRASIL ON NM;12.775539;12.997531;12.410843;12.704207;12.8732;4156800;99300843
2011-11-22;BBAS3;BRASIL ON NM;12.951349;13.137231;12.484654;12.704207;12.665653;4543400;108499810
2011-11-23;BBAS3;BRASIL ON NM;12.525143;12.728876;12.157776;12.379686;12.346351;5579600;129840810
2011-11-24;BBAS3;BRASIL ON NM;12.46654;12.637533;12.131414;12.347766;12.388925;2433100;56486682
2011-11-25;BBAS3;BRASIL ON NM;12.33335;12.556936;12.147231;12.331806;12.325064;2790100;64693802
2011-11-28;BBAS3;BRASIL ON NM;12.546453;12.809472;12.416115;12.619087;12.559219;4284200;101626520
2011-11-29;BBAS3;BRASIL ON NM;12.546453;12.761114;12.184137;12.443526;12.351673;5331600;124730920
2011-11-30;BBAS3;BRASIL ON NM;12.551781;13.035142;12.400298;12.821248;12.878521;11295500;272279167
2011-12-01;BBAS3;BRASIL ON NM;13.052573;13.62081;12.916977;13.337289;13.421335;7764700;194741064
2011-12-02;BBAS3;BRASIL ON NM;13.532056;13.744392;12.990789;13.40113;13.240397;7213600;181704607
2011-12-05;BBAS3;BRASIL ON NM;13.116504;13.379021;12.706088;12.932968;12.862556;12981200;315585421
2011-12-06;BBAS3;BRASIL ON NM;12.871436;13.164097;12.653366;12.906368;12.990277;6447200;156437739
2011-12-07;BBAS3;BRASIL ON NM;12.946022;13.0835;12.47411;12.688247;12.660332;9227500;220135774
2011-12-08;BBAS3;BRASIL ON NM;12.754229;13.035142;12.289581;12.581847;12.601793;8523900;201662385
2011-12-09;BBAS3;BRASIL ON NM;12.631695;13.002904;12.400298;12.752087;12.878521;7418200;176586242
2011-12-12;BBAS3;BRASIL ON NM;12.722263;12.890069;12.352848;12.565887;12.527289;5722000;133947131
2011-12-13;BBAS3;BRASIL ON NM;12.653005;12.922307;12.368665;12.640367;12.559219;5864900;137318484
2011-12-14;BBAS3;BRASIL ON NM;12.551781;12.78798;12.194681;12.416926;12.399568;8780700;204378727
2011-12-15;BBAS3;BRASIL ON NM;12.503833;12.664398;12.052331;12.321166;12.266526;5054700;115746654
2011-12-16;BBAS3;BRASIL ON NM;12.397281;12.503205;11.967975;12.172205;12.080266;5510600;123115569
2011-12-19;BBAS3;BRASIL ON NM;12.15754;12.374251;11.851986;12.071125;11.963188;4755500;106269133
2011-12-20;BBAS3;BRASIL ON NM;12.093609;12.331266;11.883619;12.119005;12.192022;5173700;116266457
2011-12-21;BBAS3;BRASIL ON NM;12.17885;12.648279;12.020697;12.395646;12.463429;6387900;148008795
2011-12-22;BBAS3;BRASIL ON NM;12.511823;13.027475;12.382245;12.765758;12.82825;6040200;139378566
2011-12-23;BBAS3;BRASIL ON NM;12.9163;13.049224;12.622418;12.841136;12.88749;3467500;81933879
2011-12-26;BBAS3;BRASIL ON NM;12.835405;13.027475;12.665115;12.835752;12.865948;1886000;44798908
2011-12-27;BBAS3;BRASIL ON NM;12.86237;13.125345;12.686464;12.932666;12.952116;3362000;80317192
2011-12-28;BBAS3;BRASIL ON NM;12.900121;13.098159;12.462303;12.701149;12.639757;3741900;87488966
2011-12-29;BBAS3;BRASIL ON NM;12.781474;12.913295;12.54236;12.738838;12.763624;4194500;98737049
2012-01-02;BBAS3;BRASIL ON NM;12.889335;13.206902;12.622418;12.894977;13.081368;3572100;84780117
2012-01-03;BBAS3;BRASIL ON NM;13.078091;13.293897;12.835905;13.061885;13.022127;6328100;152595377
2012-01-04;BBAS3;BRASIL ON NM;12.9163;13.157968;12.707813;12.916514;12.957501;5257500;125668169
2012-01-05;BBAS3;BRASIL ON NM;12.883942;13.087284;12.563709;12.792679;12.822864;5313100;125637601
2012-01-06;BBAS3;BRASIL ON NM;12.889335;13.087284;12.344885;12.641923;12.499734;7992600;185739944
2012-01-09;BBAS3;BRASIL ON NM;12.662828;12.766491;12.280839;12.50732;12.602059;5821000;132953965
2012-01-10;BBAS3;BRASIL ON NM;12.770688;13.000289;12.547697;12.781911;12.865948;5338900;125150951
2012-01-11;BBAS3;BRASIL ON NM;12.878549;13.255837;12.691801;13.013428;13.059826;7006500;168838210
2012-01-12;BBAS3;BRASIL ON NM;13.110449;13.375455;12.862591;13.115726;13.172921;6793000;165397788
2012-01-13;BBAS3;BRASIL ON NM;13.158986;13.440701;12.878602;13.164183;13.302173;7952600;193471016
2012-01-16;BBAS3;BRASIL ON NM;13.283026;13.478761;13.028043;13.261098;13.302173;4352800;105882278
2012-01-17;BBAS3;BRASIL ON NM;13.32617;13.592942;13.161473;13.384932;13.399112;5154000;127354908
2012-01-18;BBAS3;BRASIL ON NM;13.401673;14.027916;13.252204;13.691827;13.86765;9830800;247769380
2012-01-19;BBAS3;BRASIL ON NM;13.779185;14.07685;13.433668;13.804894;13.894578;10861900;275785512
2012-01-20;BBAS3;BRASIL ON NM;13.838508;14.278026;13.663167;13.998723;14.056142;7853800;202604450
2012-01-23;BBAS3;BRASIL ON NM;14.016478;14.191031;13.561761;13.961034;14.056142;6413600;165681504
2012-01-24;BBAS3;BRASIL ON NM;13.957154;14.223654;13.62047;13.950265;14.002287;6030000;155929752
2012-01-26;BBAS3;BRASIL ON NM;14.162089;14.544448;13.983397;14.25716;14.314646;8481300;223815752
2012-01-27;BBAS3;BRASIL ON NM;14.458706;14.783683;14.170199;14.494062;14.567764;8407600;225767960
2012-01-30;BBAS3;BRASIL ON NM;14.426348;14.881553;14.207559;14.547903;14.7401;10620300;286601294
2012-01-31;BBAS3;BRASIL ON NM;14.776895;14.946799;14.330314;14.601744;14.643161;10390000;281096777
2012-02-01;BBAS3;BRASIL ON NM;14.782288;15.060979;14.533126;14.806341;14.799341;10991200;300891542
2012-02-02;BBAS3;BRASIL ON NM;14.722964;15.039231;14.373011;14.671738;14.756257;7954700;216118068
2012-02-03;BBAS3;BRASIL ON NM;14.588139;15.022919;14.346325;14.671738;14.702402;6401100;174148990
2012-02-06;BBAS3;BRASIL ON NM;14.620497;14.832618;14.335651;14.542519;14.621619;5427200;146080816
2012-02-07;BBAS3;BRASIL ON NM;14.507243;14.859804;14.351662;14.607129;14.675474;4082900;110478783
2012-02-08;BBAS3;BRASIL ON NM;14.722964;15.039231;14.485092;14.7525;14.756257;6296900;171395337
2012-02-09;BBAS3;BRASIL ON NM;14.674427;14.973985;14.255593;14.531751;14.427742;6057500;161786074
2012-02-10;BBAS3;BRASIL ON NM;14.210627;14.354146;13.785922;14.052564;14.045371;7403700;191469337
2012-02-13;BBAS3;BRASIL ON NM;14.264557;14.413955;13.860642;14.095637;14.212322;9478700;247116965
2012-02-14;BBAS3;BRASIL ON NM;14.534208;14.941362;14.330314;14.623281;14.793955;10758800;290879784
2012-02-15;BBAS3;BRASIL ON NM;14.992616;15.441582;14.815997;15.145541;15.079387;15209500;427046817
2012-02-16;BBAS3;BRASIL ON NM;14.836218;15.751501;14.682567;15.226303;15.488684;11207100;316190840
2012-02-17;BBAS3;BRASIL ON NM;15.612814;15.767812;14.864031;15.140157;15.079387;7746900;215629471
2012-02-22;BBAS3;BRASIL ON NM;15.150278;15.361629;14.948298;15.143945;15.164413;3822900;106048841
2012-02-23;BBAS3;BRASIL ON NM;15.025562;15.296028;14.792642;15.003172;15.029017;5297300;146042747
2012-02-24;BBAS3;BRASIL ON NM;15.047252;15.203093;14.524271;14.781183;14.812382;8241000;224264381
2012-02-27;BBAS3;BRASIL ON NM;14.640569;14.913354;14.368615;14.624167;14.628243;5372700;144389217
2012-02-28;BBAS3;BRASIL ON NM;14.645992;15.115624;14.497434;14.846155;14.931531;6773600;184521468
2012-02-29;BBAS3;BRASIL ON NM;15.036407;15.356162;14.792642;15.073558;14.974858;6083900;167138299
2012-03-01;BBAS3;BRASIL ON NM;15.063519;15.454564;14.867786;15.230574;15.202324;5613800;157606231
2012-03-02;BBAS3;BRASIL ON NM;15.291261;15.673235;15.120056;15.430906;15.489365;4102800;116632319
2012-03-05;BBAS3;BRASIL ON NM;15.345486;15.678702;15.15226;15.398419;15.516444;4081100;115512286
2012-03-06;BBAS3;BRASIL ON NM;15.274994;15.470965;14.948298;15.176431;15.245651;4529300;126181635
2012-03-07;BBAS3;BRASIL ON NM;15.39971;15.716969;15.114688;15.479635;15.462286;5487100;156019153
2012-03-08;BBAS3;BRASIL ON NM;15.64372;15.946574;15.329386;15.658308;15.505613;6388600;183593264
2012-03-09;BBAS3;BRASIL ON NM;15.616607;15.962974;15.420632;15.696209;15.559771;4836300;139658445
2012-03-12;BBAS3;BRASIL ON NM;15.459357;15.798971;15.157628;15.490463;15.624762;4238900;120697925
2012-03-13;BBAS3;BRASIL ON NM;15.725056;16.187112;15.485041;15.874882;16.036367;6613400;193275063
2012-03-14;BBAS3;BRASIL ON NM;15.958221;16.285514;15.377692;15.793667;15.706;6362100;184845287
2012-03-15;BBAS3;BRASIL ON NM;15.556961;15.777104;15.232772;15.485049;15.489365;5576400;158570868
2012-03-16;BBAS3;BRASIL ON NM;15.605763;15.93564;15.436734;15.669137;15.641009;4673200;134531298
2012-03-19;BBAS3;BRASIL ON NM;15.64372;15.815371;15.275711;15.528364;15.565187;3460900;98733372
2012-03-20;BBAS3;BRASIL ON NM;15.426822;15.667768;15.189832;15.430906;15.52186;2967700;82955732
2012-03-21;BBAS3;BRASIL ON NM;15.426822;15.744303;15.087851;15.300961;15.245651;5611000;156266094
2012-03-22;BBAS3;BRASIL ON NM;15.204502;15.350696;14.508168;14.770354;14.752808;8878500;240555233
2012-03-23;BBAS3;BRASIL ON NM;14.888474;15.048661;14.433979;14.684578;14.634157;5957700;158476607
2012-03-26;BBAS3;BRASIL ON NM;14.789838;15.203346;14.6239;14.936345;15.000969;5343800;145185941
2012-03-27;BBAS3;BRASIL ON NM;15.041907;15.291738;14.764984;15.002023;14.957171;3465400;94307750
2012-03-28;BBAS3;BRASIL ON NM;14.822717;15.10943;14.466537;14.706471;14.743653;5680500;151304177
2012-03-29;BBAS3;BRASIL ON NM;14.652845;14.772437;14.173516;14.405445;14.431589;8086300;211215423
2012-03-30;BBAS3;BRASIL ON NM;14.52681;14.777962;13.913054;14.312401;14.207122;9910800;257695806
2012-04-02;BBAS3;BRASIL ON NM;14.274742;14.402298;13.837085;14.137258;14.152374;6164500;158015111
2012-04-03;BBAS3;BRASIL ON NM;14.192546;14.512787;13.847938;14.115366;14.081202;3762700;95963963
2012-04-04;BBAS3;BRASIL ON NM;14.000755;14.214466;12.990581;13.584466;13.249031;17019900;417073358
2012-04-05;BBAS3;BRASIL ON NM;13.425381;13.584676;12.697561;13.190396;13.210708;16537300;396579389
2012-04-09;BBAS3;BRASIL ON NM;13.052758;13.396844;12.708413;13.119244;13.183333;4551200;106884112
2012-04-10;BBAS3;BRASIL ON NM;13.22263;13.557053;12.914613;13.228708;13.265456;9451600;227421975
2012-04-11;BBAS3;BRASIL ON NM;13.474699;13.70069;13.207634;13.469529;13.462549;7152600;174393555
2012-04-12;BBAS3;BRASIL ON NM;13.534976;13.91062;13.354144;13.661091;13.785562;4625400;113245252
2012-04-13;BBAS3;BRASIL ON NM;13.67197;13.783557;13.185928;13.42027;13.413275;6761000;165126450
2012-04-16;BBAS3;BRASIL ON NM;13.551415;13.689641;12.947171;13.261548;13.090262;5678600;136117795
2012-04-17;BBAS3;BRASIL ON NM;13.041799;13.186914;12.670429;12.90579;12.800097;11325500;264271633
2012-04-18;BBAS3;BRASIL ON NM;12.822609;13.131669;12.485935;12.829165;13.00814;10831500;252976472
2012-04-19;BBAS3;BRASIL ON NM;13.00892;13.302928;12.724692;13.048093;13.046463;3567700;84175348
2012-04-20;BBAS3;BRASIL ON NM;13.113036;13.452089;12.985155;13.212289;13.194283;3493900;83562281
2012-04-23;BBAS3;BRASIL ON NM;12.937684;13.23111;12.751824;12.965995;13.019089;4759700;112291736
2012-04-24;BBAS3;BRASIL ON NM;13.069198;13.242159;12.708413;12.944102;12.920543;4144200;96363916
2012-04-25;BBAS3;BRASIL ON NM;12.866447;13.092998;12.377408;12.681389;12.613954;7061700;161294597
2012-04-26;BBAS3;BRASIL ON NM;12.532182;12.899641;12.317719;12.664969;12.728925;4517600;104216132
2012-04-27;BBAS3;BRASIL ON NM;12.784251;13.004606;12.545624;12.801799;12.887694;3362600;78152051
2012-04-30;BBAS3;BRASIL ON NM;12.850008;13.087473;12.599887;12.872951;12.909593;2680000;62842207
2012-05-02;BBAS3;BRASIL ON NM;12.915765;13.087473;12.355703;12.643077;12.559206;8807600;200074786
2012-05-03;BBAS3;BRASIL ON NM;12.658216;12.838872;12.111519;12.413203;12.373062;10108000;227455051
2012-05-04;BBAS3;BRASIL ON NM;12.329432;12.844397;12.122372;12.489827;12.405911;10552700;238446682
2012-05-07;BBAS3;BRASIL ON NM;12.493824;12.76153;12.290588;12.52814;12.520882;5760800;130069447
2012-05-08;BBAS3;BRASIL ON NM;12.460946;12.744956;12.165782;12.446042;12.548256;7049100;159147622
2012-05-09;BBAS3;BRASIL ON NM;12.455466;12.595795;12.024698;12.265426;12.236192;8131900;180734944
2012-05-10;BBAS3;BRASIL ON NM;12.417108;12.706285;12.073535;12.385837;12.225242;4585500;102379096
2012-05-11;BBAS3;BRASIL ON NM;12.144171;12.564086;12.004593;12.305325;12.221569;4859300;107480320
2012-05-14;BBAS3;BRASIL ON NM;11.990308;12.170765;11.56925;11.767447;11.694493;7155500;151684970
2012-05-15;BBAS3;BRASIL ON NM;11.677088;11.782985;11.101255;11.4546;11.266244;10230800;211843549
2012-05-16;BBAS3;BRASIL ON NM;11.391343;11.627873;10.938002;11.246035;11.20036;8179900;164891479
2012-05-17;BBAS3;BRASIL ON NM;11.210004;11.395205;10.475449;10.806951;10.651323;10337900;200877237
2012-05-18;BBAS3;BRASIL ON NM;10.814357;11.245632;10.551634;10.982585;11.063101;8353400;166505043
2012-05-21;BBAS3;BRASIL ON NM;11.24847;11.971335;11.052279;11.613768;11.732926;6665000;140350895
2012-05-22;BBAS3;BRASIL ON NM;11.792485;12.237242;11.591017;11.893684;11.754887;8523900;183756350
2012-05-23;BBAS3;BRASIL ON NM;11.704563;11.816223;10.731214;11.196638;11.260754;13820600;279811066
2012-05-24;BBAS3;BRASIL ON NM;11.429808;11.716508;10.883584;11.289943;11.321148;9599900;197001428
2012-05-25;BBAS3;BRASIL ON NM;11.210004;11.67773;11.101255;11.410692;11.419975;5197500;105044010
2012-05-28;BBAS3;BRASIL ON NM;11.600156;11.716508;11.155673;11.366783;11.315658;2984200;61069298
2012-05-29;BBAS3;BRASIL ON NM;11.325401;11.644492;11.030512;11.246035;11.172908;5623200;114254601
2012-05-30;BBAS3;BRASIL ON NM;10.984705;11.156997;10.725772;10.927699;10.936822;8220000;162121100
2012-05-31;BBAS3;BRASIL ON NM;11.045151;11.134838;10.595169;10.856348;10.980745;7234400;141906142
2012-06-01;BBAS3;BRASIL ON NM;10.68797;11.179155;10.562518;10.938676;10.953293;5483700;107309043
2012-06-04;BBAS3;BRASIL ON NM;10.885793;11.040662;10.491775;10.724623;10.585438;6172500;118880245
